"","rxddrgid","rxddrug","rxdingfl","rxddci1a","rxddci1b","rxddci1c","rxddci2a","rxddci2b","rxddci2c","rxddci3a","rxddci3b","rxddci3c","rxddci4a","rxddci4b","rxddci4c","rxdici1a","rxdici1b","rxdici1c","rxdici2a","rxdici2b","rxdici2c","rxdici3a","rxdici3b","rxdici3c","rxdici4a","rxdici4b","rxdici4c","rxdici5a","rxdici5b","rxdici5c","rxdici6a","rxdici6b","rxdici6c","rxddcn1a","rxddcn1b","rxddcn1c","rxddcn2a","rxddcn2b","rxddcn2c","rxddcn3a","rxddcn3b","rxddcn3c","rxddcn4a","rxddcn4b","rxddcn4c","rxdicn1a","rxdicn1b","rxdicn1c","rxdicn2a","rxdicn2b","rxdicn2c","rxdicn3a","rxdicn3b","rxdicn3c","rxdicn4a","rxdicn4b","rxdicn4c","rxdicn5a","rxdicn5b","rxdicn5c","rxdicn6a","rxdicn6b","rxdicn6c"
"425","d00760","BECLOMETHASONE",1,122,130,296,NA,NA,NA,NA,NA,NA,NA,NA,NA,122,130,296,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RESPIRATORY AGENTS","RESPIRATORY INHALANT PRODUCTS","INHALED CORTICOSTEROIDS","","","","","","","","","","RESPIRATORY AGENTS","RESPIRATORY INHALANT PRODUCTS","INHALED CORTICOSTEROIDS","","","","","","","","","","","","","","",""
"426","d00761","FLUNISOLIDE",1,122,130,296,NA,NA,NA,NA,NA,NA,NA,NA,NA,122,130,296,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RESPIRATORY AGENTS","RESPIRATORY INHALANT PRODUCTS","INHALED CORTICOSTEROIDS","","","","","","","","","","RESPIRATORY AGENTS","RESPIRATORY INHALANT PRODUCTS","INHALED CORTICOSTEROIDS","","","","","","","","","","","","","","",""
"427","d00762","ACETYLCYSTEINE",1,105,106,NA,122,130,297,NA,NA,NA,NA,NA,NA,105,106,NA,122,130,297,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MISCELLANEOUS AGENTS","ANTIDOTES","","RESPIRATORY AGENTS","RESPIRATORY INHALANT PRODUCTS","MUCOLYTICS","","","","","","","MISCELLANEOUS AGENTS","ANTIDOTES","","RESPIRATORY AGENTS","RESPIRATORY INHALANT PRODUCTS","MUCOLYTICS","","","","","","","","","","","",""
"428","d00765","CROMOLYN OPHTHALMIC",1,133,147,267,NA,NA,NA,NA,NA,NA,NA,NA,NA,133,147,267,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TOPICAL AGENTS","OPHTHALMIC PREPARATIONS","OPHTHALMIC ANTIHISTAMINES AND DECONGESTANTS","","","","","","","","","","TOPICAL AGENTS","OPHTHALMIC PREPARATIONS","OPHTHALMIC ANTIHISTAMINES AND DECONGESTANTS","","","","","","","","","","","","","","",""
"429","d00767","PHENYLPROPANOLAMINE",1,57,253,NA,122,127,NA,NA,NA,NA,NA,NA,NA,57,253,NA,122,127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CENTRAL NERVOUS SYSTEM AGENTS","ANOREXIANTS","","RESPIRATORY AGENTS","DECONGESTANTS","","","","","","","","CENTRAL NERVOUS SYSTEM AGENTS","ANOREXIANTS","","RESPIRATORY AGENTS","DECONGESTANTS","","","","","","","","","","","","",""
"430","d00769","PSEUDOEPHEDRINE",1,122,127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,122,127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RESPIRATORY AGENTS","DECONGESTANTS","","","","","","","","","","","RESPIRATORY AGENTS","DECONGESTANTS","","","","","","","","","","","","","","","",""
"431","d00771","NAPHAZOLINE OPHTHALMIC",1,133,147,267,NA,NA,NA,NA,NA,NA,NA,NA,NA,133,147,267,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TOPICAL AGENTS","OPHTHALMIC PREPARATIONS","OPHTHALMIC ANTIHISTAMINES AND DECONGESTANTS","","","","","","","","","","TOPICAL AGENTS","OPHTHALMIC PREPARATIONS","OPHTHALMIC ANTIHISTAMINES AND DECONGESTANTS","","","","","","","","","","","","","","",""
"432","d00773","TETRAHYDROZOLINE OPHTHALMIC",1,133,147,267,NA,NA,NA,NA,NA,NA,NA,NA,NA,133,147,267,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TOPICAL AGENTS","OPHTHALMIC PREPARATIONS","OPHTHALMIC ANTIHISTAMINES AND DECONGESTANTS","","","","","","","","","","TOPICAL AGENTS","OPHTHALMIC PREPARATIONS","OPHTHALMIC ANTIHISTAMINES AND DECONGESTANTS","","","","","","","","","","","","","","",""
"433","d00780","CLEMASTINE",1,122,123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,122,123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RESPIRATORY AGENTS","ANTIHISTAMINES","","","","","","","","","","","RESPIRATORY AGENTS","ANTIHISTAMINES","","","","","","","","","","","","","","","",""
"434","d00781","TRIPELENNAMINE",1,122,123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,122,123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RESPIRATORY AGENTS","ANTIHISTAMINES","","","","","","","","","","","RESPIRATORY AGENTS","ANTIHISTAMINES","","","","","","","","","","","","","","","",""
"435","d00784","DEXCHLORPHENIRAMINE",1,122,123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,122,123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RESPIRATORY AGENTS","ANTIHISTAMINES","","","","","","","","","","","RESPIRATORY AGENTS","ANTIHISTAMINES","","","","","","","","","","","","","","","",""
"436","d00785","BROMPHENIRAMINE",1,122,123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,122,123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RESPIRATORY AGENTS","ANTIHISTAMINES","","","","","","","","","","","RESPIRATORY AGENTS","ANTIHISTAMINES","","","","","","","","","","","","","","","",""
"437","d00786","TRIPROLIDINE",1,122,123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,122,123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RESPIRATORY AGENTS","ANTIHISTAMINES","","","","","","","","","","","RESPIRATORY AGENTS","ANTIHISTAMINES","","","","","","","","","","","","","","","",""
"438","d00787","PROMETHAZINE",1,57,65,196,122,123,NA,NA,NA,NA,NA,NA,NA,57,65,196,122,123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CENTRAL NERVOUS SYSTEM AGENTS","ANTIEMETIC/ANTIVERTIGO AGENTS","PHENOTHIAZINE ANTIEMETICS","RESPIRATORY AGENTS","ANTIHISTAMINES","","","","","","","","CENTRAL NERVOUS SYSTEM AGENTS","ANTIEMETIC/ANTIVERTIGO AGENTS","PHENOTHIAZINE ANTIEMETICS","RESPIRATORY AGENTS","ANTIHISTAMINES","","","","","","","","","","","","",""
"439","d00790","CYPROHEPTADINE",1,122,123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,122,123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RESPIRATORY AGENTS","ANTIHISTAMINES","","","","","","","","","","","RESPIRATORY AGENTS","ANTIHISTAMINES","","","","","","","","","","","","","","","",""
"440","d00791","AZATADINE",1,122,123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,122,123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RESPIRATORY AGENTS","ANTIHISTAMINES","","","","","","","","","","","RESPIRATORY AGENTS","ANTIHISTAMINES","","","","","","","","","","","","","","","",""
"441","d00794","ASTEMIZOLE",1,122,123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,122,123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RESPIRATORY AGENTS","ANTIHISTAMINES","","","","","","","","","","","RESPIRATORY AGENTS","ANTIHISTAMINES","","","","","","","","","","","","","","","",""
"442","d00796","BENZONATATE",1,122,124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,122,124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RESPIRATORY AGENTS","ANTITUSSIVES","","","","","","","","","","","RESPIRATORY AGENTS","ANTITUSSIVES","","","","","","","","","","","","","","","",""
"443","d00797","GUAIFENESIN",1,122,128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,122,128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RESPIRATORY AGENTS","EXPECTORANTS","","","","","","","","","","","RESPIRATORY AGENTS","EXPECTORANTS","","","","","","","","","","","","","","","",""
"444","d00799","IODINATED GLYCEROL",1,122,128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,122,128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RESPIRATORY AGENTS","EXPECTORANTS","","","","","","","","","","","RESPIRATORY AGENTS","EXPECTORANTS","","","","","","","","","","","","","","","",""
"445","d00800","POTASSIUM IODIDE",1,97,422,NA,122,128,NA,NA,NA,NA,NA,NA,NA,97,422,NA,122,128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HORMONES/HORMONE MODIFIERS","ANTITHYROID AGENTS","","RESPIRATORY AGENTS","EXPECTORANTS","","","","","","","","HORMONES/HORMONE MODIFIERS","ANTITHYROID AGENTS","","RESPIRATORY AGENTS","EXPECTORANTS","","","","","","","","","","","","",""
"446","d00801","CAFFEINE",1,57,71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57,71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CENTRAL NERVOUS SYSTEM AGENTS","CNS STIMULANTS","","","","","","","","","","","CENTRAL NERVOUS SYSTEM AGENTS","CNS STIMULANTS","","","","","","","","","","","","","","","",""
"447","d00803","AMPHETAMINE",1,57,71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57,71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CENTRAL NERVOUS SYSTEM AGENTS","CNS STIMULANTS","","","","","","","","","","","CENTRAL NERVOUS SYSTEM AGENTS","CNS STIMULANTS","","","","","","","","","","","","","","","",""
"448","d00804","DEXTROAMPHETAMINE",1,57,71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57,71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CENTRAL NERVOUS SYSTEM AGENTS","CNS STIMULANTS","","","","","","","","","","","CENTRAL NERVOUS SYSTEM AGENTS","CNS STIMULANTS","","","","","","","","","","","","","","","",""
"449","d00805","METHAMPHETAMINE",1,57,71,NA,57,253,NA,NA,NA,NA,NA,NA,NA,57,71,NA,57,253,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CENTRAL NERVOUS SYSTEM AGENTS","CNS STIMULANTS","","CENTRAL NERVOUS SYSTEM AGENTS","ANOREXIANTS","","","","","","","","CENTRAL NERVOUS SYSTEM AGENTS","CNS STIMULANTS","","CENTRAL NERVOUS SYSTEM AGENTS","ANOREXIANTS","","","","","","","","","","","","",""
"450","d00806","PHENTERMINE",1,57,71,NA,57,253,NA,NA,NA,NA,NA,NA,NA,57,71,NA,57,253,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CENTRAL NERVOUS SYSTEM AGENTS","CNS STIMULANTS","","CENTRAL NERVOUS SYSTEM AGENTS","ANOREXIANTS","","","","","","","","CENTRAL NERVOUS SYSTEM AGENTS","CNS STIMULANTS","","CENTRAL NERVOUS SYSTEM AGENTS","ANOREXIANTS","","","","","","","","","","","","",""
"451","d00807","BENZPHETAMINE",1,57,71,NA,57,253,NA,NA,NA,NA,NA,NA,NA,57,71,NA,57,253,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CENTRAL NERVOUS SYSTEM AGENTS","CNS STIMULANTS","","CENTRAL NERVOUS SYSTEM AGENTS","ANOREXIANTS","","","","","","","","CENTRAL NERVOUS SYSTEM AGENTS","CNS STIMULANTS","","CENTRAL NERVOUS SYSTEM AGENTS","ANOREXIANTS","","","","","","","","","","","","",""
"452","d00809","PHENDIMETRAZINE",1,57,71,NA,57,253,NA,NA,NA,NA,NA,NA,NA,57,71,NA,57,253,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CENTRAL NERVOUS SYSTEM AGENTS","CNS STIMULANTS","","CENTRAL NERVOUS SYSTEM AGENTS","ANOREXIANTS","","","","","","","","CENTRAL NERVOUS SYSTEM AGENTS","CNS STIMULANTS","","CENTRAL NERVOUS SYSTEM AGENTS","ANOREXIANTS","","","","","","","","","","","","",""
"453","d00810","DIETHYLPROPION",1,57,71,NA,57,253,NA,NA,NA,NA,NA,NA,NA,57,71,NA,57,253,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CENTRAL NERVOUS SYSTEM AGENTS","CNS STIMULANTS","","CENTRAL NERVOUS SYSTEM AGENTS","ANOREXIANTS","","","","","","","","CENTRAL NERVOUS SYSTEM AGENTS","CNS STIMULANTS","","CENTRAL NERVOUS SYSTEM AGENTS","ANOREXIANTS","","","","","","","","","","","","",""
"454","d00811","MAZINDOL",1,57,71,NA,57,253,NA,NA,NA,NA,NA,NA,NA,57,71,NA,57,253,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CENTRAL NERVOUS SYSTEM AGENTS","CNS STIMULANTS","","CENTRAL NERVOUS SYSTEM AGENTS","ANOREXIANTS","","","","","","","","CENTRAL NERVOUS SYSTEM AGENTS","CNS STIMULANTS","","CENTRAL NERVOUS SYSTEM AGENTS","ANOREXIANTS","","","","","","","","","","","","",""
"455","d00812","FENFLURAMINE",1,57,71,NA,57,253,NA,NA,NA,NA,NA,NA,NA,57,71,NA,57,253,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CENTRAL NERVOUS SYSTEM AGENTS","CNS STIMULANTS","","CENTRAL NERVOUS SYSTEM AGENTS","ANOREXIANTS","","","","","","","","CENTRAL NERVOUS SYSTEM AGENTS","CNS STIMULANTS","","CENTRAL NERVOUS SYSTEM AGENTS","ANOREXIANTS","","","","","","","","","","","","",""
"456","d00813","BENZOCAINE TOPICAL",1,133,136,139,NA,NA,NA,NA,NA,NA,NA,NA,NA,133,136,139,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TOPICAL AGENTS","DERMATOLOGICAL AGENTS","TOPICAL ANESTHETICS","","","","","","","","","","TOPICAL AGENTS","DERMATOLOGICAL AGENTS","TOPICAL ANESTHETICS","","","","","","","","","","","","","","",""
"457","d00817","HYDROXYCHLOROQUINE",1,1,5,238,105,192,NA,NA,NA,NA,NA,NA,NA,1,5,238,105,192,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ANTI-INFECTIVES","ANTIMALARIAL AGENTS","ANTIMALARIAL QUINOLINES","MISCELLANEOUS AGENTS","ANTIRHEUMATICS","","","","","","","","ANTI-INFECTIVES","ANTIMALARIAL AGENTS","ANTIMALARIAL QUINOLINES","MISCELLANEOUS AGENTS","ANTIRHEUMATICS","","","","","","","","","","","","",""
"458","d00818","AURANOFIN",1,105,192,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,105,192,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MISCELLANEOUS AGENTS","ANTIRHEUMATICS","","","","","","","","","","","MISCELLANEOUS AGENTS","ANTIRHEUMATICS","","","","","","","","","","","","","","","",""
"459","d00824","OPIUM",1,57,58,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,57,58,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CENTRAL NERVOUS SYSTEM AGENTS","ANALGESICS","NARCOTIC ANALGESICS","","","","","","","","","","CENTRAL NERVOUS SYSTEM AGENTS","ANALGESICS","NARCOTIC ANALGESICS","","","","","","","","","","","","","","",""
"460","d00833","OXYMORPHONE",1,57,58,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,57,58,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CENTRAL NERVOUS SYSTEM AGENTS","ANALGESICS","NARCOTIC ANALGESICS","","","","","","","","","","CENTRAL NERVOUS SYSTEM AGENTS","ANALGESICS","NARCOTIC ANALGESICS","","","","","","","","","","","","","","",""
"461","d00842","SALSALATE",1,57,58,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,57,58,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CENTRAL NERVOUS SYSTEM AGENTS","ANALGESICS","SALICYLATES","","","","","","","","","","CENTRAL NERVOUS SYSTEM AGENTS","ANALGESICS","SALICYLATES","","","","","","","","","","","","","","",""
"462","d00848","DICLOFENAC",1,57,58,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,57,58,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CENTRAL NERVOUS SYSTEM AGENTS","ANALGESICS","NONSTEROIDAL ANTI-INFLAMMATORY AGENTS","","","","","","","","","","CENTRAL NERVOUS SYSTEM AGENTS","ANALGESICS","NONSTEROIDAL ANTI-INFLAMMATORY AGENTS","","","","","","","","","","","","","","",""
"463","d00851","ETODOLAC",1,57,58,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,57,58,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CENTRAL NERVOUS SYSTEM AGENTS","ANALGESICS","NONSTEROIDAL ANTI-INFLAMMATORY AGENTS","","","","","","","","","","CENTRAL NERVOUS SYSTEM AGENTS","ANALGESICS","NONSTEROIDAL ANTI-INFLAMMATORY AGENTS","","","","","","","","","","","","","","",""
"464","d00853","OXAPROZIN",1,57,58,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,57,58,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CENTRAL NERVOUS SYSTEM AGENTS","ANALGESICS","NONSTEROIDAL ANTI-INFLAMMATORY AGENTS","","","","","","","","","","CENTRAL NERVOUS SYSTEM AGENTS","ANALGESICS","NONSTEROIDAL ANTI-INFLAMMATORY AGENTS","","","","","","","","","","","","","","",""
"465","d00855","PERPHENAZINE",1,57,65,196,242,251,210,NA,NA,NA,NA,NA,NA,57,65,196,242,251,210,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CENTRAL NERVOUS SYSTEM AGENTS","ANTIEMETIC/ANTIVERTIGO AGENTS","PHENOTHIAZINE ANTIEMETICS","PSYCHOTHERAPEUTIC AGENTS","ANTIPSYCHOTICS","PHENOTHIAZINE ANTIPSYCHOTICS","","","","","","","CENTRAL NERVOUS SYSTEM AGENTS","ANTIEMETIC/ANTIVERTIGO AGENTS","PHENOTHIAZINE ANTIEMETICS","PSYCHOTHERAPEUTIC AGENTS","ANTIPSYCHOTICS","PHENOTHIAZINE ANTIPSYCHOTICS","","","","","","","","","","","",""
"466","d00859","MECLIZINE",1,57,65,197,NA,NA,NA,NA,NA,NA,NA,NA,NA,57,65,197,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CENTRAL NERVOUS SYSTEM AGENTS","ANTIEMETIC/ANTIVERTIGO AGENTS","ANTICHOLINERGIC ANTIEMETICS","","","","","","","","","","CENTRAL NERVOUS SYSTEM AGENTS","ANTIEMETIC/ANTIVERTIGO AGENTS","ANTICHOLINERGIC ANTIEMETICS","","","","","","","","","","","","","","",""
"467","d00861","DIMENHYDRINATE",1,57,65,197,NA,NA,NA,NA,NA,NA,NA,NA,NA,57,65,197,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CENTRAL NERVOUS SYSTEM AGENTS","ANTIEMETIC/ANTIVERTIGO AGENTS","ANTICHOLINERGIC ANTIEMETICS","","","","","","","","","","CENTRAL NERVOUS SYSTEM AGENTS","ANTIEMETIC/ANTIVERTIGO AGENTS","ANTICHOLINERGIC ANTIEMETICS","","","","","","","","","","","","","","",""
"468","d00862","TRIMETHOBENZAMIDE",1,57,65,197,NA,NA,NA,NA,NA,NA,NA,NA,NA,57,65,197,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CENTRAL NERVOUS SYSTEM AGENTS","ANTIEMETIC/ANTIVERTIGO AGENTS","ANTICHOLINERGIC ANTIEMETICS","","","","","","","","","","CENTRAL NERVOUS SYSTEM AGENTS","ANTIEMETIC/ANTIVERTIGO AGENTS","ANTICHOLINERGIC ANTIEMETICS","","","","","","","","","","","","","","",""
"469","d00866","DRONABINOL",1,57,65,198,NA,NA,NA,NA,NA,NA,NA,NA,NA,57,65,198,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CENTRAL NERVOUS SYSTEM AGENTS","ANTIEMETIC/ANTIVERTIGO AGENTS","MISCELLANEOUS ANTIEMETICS","","","","","","","","","","CENTRAL NERVOUS SYSTEM AGENTS","ANTIEMETIC/ANTIVERTIGO AGENTS","MISCELLANEOUS ANTIEMETICS","","","","","","","","","","","","","","",""
"470","d00867","ONDANSETRON",1,57,65,195,NA,NA,NA,NA,NA,NA,NA,NA,NA,57,65,195,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CENTRAL NERVOUS SYSTEM AGENTS","ANTIEMETIC/ANTIVERTIGO AGENTS","5HT3 RECEPTOR ANTAGONISTS","","","","","","","","","","CENTRAL NERVOUS SYSTEM AGENTS","ANTIEMETIC/ANTIVERTIGO AGENTS","5HT3 RECEPTOR ANTAGONISTS","","","","","","","","","","","","","","",""
"471","d00873","TRIMIPRAMINE",1,242,249,209,NA,NA,NA,NA,NA,NA,NA,NA,NA,242,249,209,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PSYCHOTHERAPEUTIC AGENTS","ANTIDEPRESSANTS","TRICYCLIC ANTIDEPRESSANTS","","","","","","","","","","PSYCHOTHERAPEUTIC AGENTS","ANTIDEPRESSANTS","TRICYCLIC ANTIDEPRESSANTS","","","","","","","","","","","","","","",""
"472","d00874","AMOXAPINE",1,242,249,209,NA,NA,NA,NA,NA,NA,NA,NA,NA,242,249,209,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PSYCHOTHERAPEUTIC AGENTS","ANTIDEPRESSANTS","TRICYCLIC ANTIDEPRESSANTS","","","","","","","","","","PSYCHOTHERAPEUTIC AGENTS","ANTIDEPRESSANTS","TRICYCLIC ANTIDEPRESSANTS","","","","","","","","","","","","","","",""
"473","d00875","PROTRIPTYLINE",1,242,249,209,NA,NA,NA,NA,NA,NA,NA,NA,NA,242,249,209,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PSYCHOTHERAPEUTIC AGENTS","ANTIDEPRESSANTS","TRICYCLIC ANTIDEPRESSANTS","","","","","","","","","","PSYCHOTHERAPEUTIC AGENTS","ANTIDEPRESSANTS","TRICYCLIC ANTIDEPRESSANTS","","","","","","","","","","","","","","",""
"474","d00876","CLOMIPRAMINE",1,242,249,209,NA,NA,NA,NA,NA,NA,NA,NA,NA,242,249,209,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PSYCHOTHERAPEUTIC AGENTS","ANTIDEPRESSANTS","TRICYCLIC ANTIDEPRESSANTS","","","","","","","","","","PSYCHOTHERAPEUTIC AGENTS","ANTIDEPRESSANTS","TRICYCLIC ANTIDEPRESSANTS","","","","","","","","","","","","","","",""
"475","d00877","MAPROTILINE",1,242,249,307,NA,NA,NA,NA,NA,NA,NA,NA,NA,242,249,307,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PSYCHOTHERAPEUTIC AGENTS","ANTIDEPRESSANTS","TETRACYCLIC ANTIDEPRESSANTS","","","","","","","","","","PSYCHOTHERAPEUTIC AGENTS","ANTIDEPRESSANTS","TETRACYCLIC ANTIDEPRESSANTS","","","","","","","","","","","","","","",""
"476","d00880","SERTRALINE",1,242,249,208,NA,NA,NA,NA,NA,NA,NA,NA,NA,242,249,208,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PSYCHOTHERAPEUTIC AGENTS","ANTIDEPRESSANTS","SSRI ANTIDEPRESSANTS","","","","","","","","","","PSYCHOTHERAPEUTIC AGENTS","ANTIDEPRESSANTS","SSRI ANTIDEPRESSANTS","","","","","","","","","","","","","","",""
"477","d00882","ISOCARBOXAZID",1,242,249,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,242,249,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PSYCHOTHERAPEUTIC AGENTS","ANTIDEPRESSANTS","MONOAMINE OXIDASE INHIBITORS","","","","","","","","","","PSYCHOTHERAPEUTIC AGENTS","ANTIDEPRESSANTS","MONOAMINE OXIDASE INHIBITORS","","","","","","","","","","","","","","",""
"478","d00883","PHENELZINE",1,242,249,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,242,249,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PSYCHOTHERAPEUTIC AGENTS","ANTIDEPRESSANTS","MONOAMINE OXIDASE INHIBITORS","","","","","","","","","","PSYCHOTHERAPEUTIC AGENTS","ANTIDEPRESSANTS","MONOAMINE OXIDASE INHIBITORS","","","","","","","","","","","","","","",""
"479","d00884","TRANYLCYPROMINE",1,242,249,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,242,249,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PSYCHOTHERAPEUTIC AGENTS","ANTIDEPRESSANTS","MONOAMINE OXIDASE INHIBITORS","","","","","","","","","","PSYCHOTHERAPEUTIC AGENTS","ANTIDEPRESSANTS","MONOAMINE OXIDASE INHIBITORS","","","","","","","","","","","","","","",""
"480","d00889","MESORIDAZINE",1,242,251,210,NA,NA,NA,NA,NA,NA,NA,NA,NA,242,251,210,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PSYCHOTHERAPEUTIC AGENTS","ANTIPSYCHOTICS","PHENOTHIAZINE ANTIPSYCHOTICS","","","","","","","","","","PSYCHOTHERAPEUTIC AGENTS","ANTIPSYCHOTICS","PHENOTHIAZINE ANTIPSYCHOTICS","","","","","","","","","","","","","","",""
